Country,Year,Month_Number,Total_Cases,Total_Deaths,Vaccinated_Per_100,Population,Month_Name
Colombia,2023,6,6365994,142727,0,51874028,June
Colombia,2023,7,6365994,142727,0,51874028,July
Colombia,2023,8,6365994,142727,0,51874028,August
Colombia,2023,9,6365994,142727,0,51874028,September
Colombia,2023,10,6365994,142727,0,51874028,October
Colombia,2023,11,6365994,142727,0,51874028,November
Colombia,2023,12,6365994,142727,0,51874028,December
Colombia,2024,1,6373313,142727,0,51874028,January
Colombia,2024,2,6380026,142727,0,51874028,February
Colombia,2024,3,6384575,142727,0,51874028,March
Colombia,2024,4,6385172,142727,0,51874028,April
Colombia,2024,5,6385740,142727,0,51874028,May
Colombia,2024,6,6387399,142727,0,51874028,June
Colombia,2024,7,6390900,142727,0,51874028,July
Colombia,2024,8,6391876,142727,0,51874028,August
Comoros,2020,1,0,0,0,836783,January
Comoros,2020,2,0,0,0,836783,February
Comoros,2020,3,0,0,0,836783,March
Comoros,2020,4,0,0,0,836783,April
Comoros,2020,5,62,2,0,836783,May
Comoros,2020,6,223,7,0,836783,June
Comoros,2020,7,284,7,0,836783,July
Comoros,2020,8,353,7,0,836783,August
Comoros,2020,9,404,7,0,836783,September
Comoros,2020,10,455,7,0,836783,October
Comoros,2020,11,541,7,0,836783,November
Comoros,2020,12,661,7,0,836783,December
Comoros,2021,1,2648,90,0,836783,January
Comoros,2021,2,3501,144,0,836783,February
Comoros,2021,3,3620,146,0,836783,March
Comoros,2021,4,3829,146,0,836783,April
Comoros,2021,5,3881,146,0,836783,May
Comoros,2021,6,3924,146,0,836783,June
Comoros,2021,7,4021,147,0,836783,July
Comoros,2021,8,4062,147,0,836783,August
Comoros,2021,9,4117,147,0,836783,September
Comoros,2021,10,4259,147,0,836783,October
Comoros,2021,11,4498,150,0,836783,November
Comoros,2021,12,5603,153,29.41,836783,December
Comoros,2022,1,7829,160,0,836783,January
Comoros,2022,2,8033,160,0,836783,February
Comoros,2022,3,8083,160,0,836783,March
Comoros,2022,4,8105,160,0,836783,April
Comoros,2022,5,8125,160,0,836783,May
Comoros,2022,6,8144,160,0,836783,June
Comoros,2022,7,8329,160,45.65,836783,July
Comoros,2022,8,8450,160,0,836783,August
Comoros,2022,9,8472,160,0,836783,September
Comoros,2022,10,8837,160,0,836783,October
Comoros,2022,11,8965,160,0,836783,November
Comoros,2022,12,8982,160,0,836783,December
Comoros,2023,1,8993,160,0,836783,January
Comoros,2023,2,9003,160,0,836783,February
Comoros,2023,3,9080,160,0,836783,March
Comoros,2023,4,9109,160,0,836783,April
Comoros,2023,5,9109,160,0,836783,May
Comoros,2023,6,9109,160,0,836783,June
Comoros,2023,7,9109,160,0,836783,July
Comoros,2023,8,9109,160,0,836783,August
Comoros,2023,9,9109,160,0,836783,September
Comoros,2023,10,9109,160,0,836783,October
Comoros,2023,11,9109,160,0,836783,November
Comoros,2023,12,9109,160,0,836783,December
Comoros,2024,1,9109,160,0,836783,January
Comoros,2024,2,9109,160,0,836783,February
Comoros,2024,3,9109,160,0,836783,March
Comoros,2024,4,9109,160,0,836783,April
Comoros,2024,5,9109,160,0,836783,May
Comoros,2024,6,9109,160,0,836783,June
Comoros,2024,7,9109,160,0,836783,July
Comoros,2024,8,9109,160,0,836783,August
Congo,2020,1,0,0,0,5970430,January
Congo,2020,2,0,0,0,5970430,February
Congo,2020,3,19,0,0,5970430,March
Congo,2020,4,200,7,0,5970430,April
Congo,2020,5,604,19,0,5970430,May
Congo,2020,6,1329,40,0,5970430,June
Congo,2020,7,3159,54,0,5970430,July
Congo,2020,8,3979,69,0,5970430,August
Congo,2020,9,5091,89,0,5970430,September
Congo,2020,10,5290,92,0,5970430,October
Congo,2020,11,5774,94,0,5970430,November
Congo,2020,12,6389,100,0,5970430,December
Congo,2021,1,8060,122,0,5970430,January
Congo,2021,2,8820,128,0,5970430,February
Congo,2021,3,9681,135,0,5970430,March
Congo,2021,4,10678,144,0,5970430,April
Congo,2021,5,11845,154,0,5970430,May
Congo,2021,6,12596,165,0,5970430,June
Congo,2021,7,13156,177,0,5970430,July
Congo,2021,8,13588,183,0,5970430,August
Congo,2021,9,14244,193,1.94,5970430,September
Congo,2021,10,17670,278,0,5970430,October
Congo,2021,11,18970,354,0,5970430,November
Congo,2021,12,20089,367,0,5970430,December
Congo,2022,1,23705,371,0,5970430,January
Congo,2022,2,23958,378,0,5970430,February
Congo,2022,3,24007,384,0,5970430,March
Congo,2022,4,24029,385,0,5970430,April
Congo,2022,5,24052,385,0,5970430,May
Congo,2022,6,24128,385,0,5970430,June
Congo,2022,7,24790,386,10.96,5970430,July
Congo,2022,8,24851,386,0,5970430,August
Congo,2022,9,24916,386,0,5970430,September
Congo,2022,10,25046,386,0,5970430,October
Congo,2022,11,25061,386,0,5970430,November
Congo,2022,12,25063,386,0,5970430,December
Congo,2023,1,25069,388,0,5970430,January
Congo,2023,2,25077,388,0,5970430,February
Congo,2023,3,25143,389,0,5970430,March
Congo,2023,4,25192,389,0,5970430,April
Congo,2023,5,25196,389,0,5970430,May
Congo,2023,6,25196,389,0,5970430,June
Congo,2023,7,25196,389,0,5970430,July
Congo,2023,8,25196,389,0,5970430,August
Congo,2023,9,25196,389,0,5970430,September
Congo,2023,10,25209,389,0,5970430,October
Congo,2023,11,25213,389,0,5970430,November
Congo,2023,12,25213,389,0,5970430,December
Congo,2024,1,25213,389,0,5970430,January
Congo,2024,2,25214,389,0,5970430,February
Congo,2024,3,25216,389,0,5970430,March
Congo,2024,4,25219,389,0,5970430,April
Congo,2024,5,25220,389,0,5970430,May
Congo,2024,6,25226,389,0,5970430,June
Congo,2024,7,25227,389,0,5970430,July
Congo,2024,8,25227,389,0,5970430,August
Cook Islands,2020,1,0,0,0,17032,January
Cook Islands,2020,2,0,0,0,17032,February
Cook Islands,2020,3,0,0,0,17032,March
Cook Islands,2020,4,0,0,0,17032,April
Cook Islands,2020,5,0,0,0,17032,May
Cook Islands,2020,6,0,0,0,17032,June
Cook Islands,2020,7,0,0,0,17032,July
Cook Islands,2020,8,0,0,0,17032,August
Cook Islands,2020,9,0,0,0,17032,September
Cook Islands,2020,10,0,0,0,17032,October
Cook Islands,2020,11,0,0,0,17032,November
Cook Islands,2020,12,0,0,0,17032,December
Cook Islands,2021,1,0,0,0,17032,January
Cook Islands,2021,2,0,0,0,17032,February
Cook Islands,2021,3,0,0,0,17032,March
Cook Islands,2021,4,0,0,0,17032,April
Cook Islands,2021,5,0,0,0,17032,May
Cook Islands,2021,6,0,0,0,17032,June
Cook Islands,2021,7,0,0,0,17032,July
Cook Islands,2021,8,0,0,64.82,17032,August
Cook Islands,2021,9,0,0,0,17032,September
Cook Islands,2021,10,0,0,0,17032,October
Cook Islands,2021,11,0,0,0,17032,November
Cook Islands,2021,12,0,0,0,17032,December
Cook Islands,2022,1,0,0,0,17032,January
Cook Islands,2022,2,10,0,75.03,17032,February
Cook Islands,2022,3,1395,0,0,17032,March
Cook Islands,2022,4,4727,1,0,17032,April
Cook Islands,2022,5,5636,1,0,17032,May
Cook Islands,2022,6,5768,1,0,17032,June
Cook Islands,2022,7,6042,1,0,17032,July
Cook Islands,2022,8,6265,1,0,17032,August
Cook Islands,2022,9,6389,1,0,17032,September
Cook Islands,2022,10,6389,1,86.36,17032,October
Cook Islands,2022,11,6389,1,0,17032,November
Cook Islands,2022,12,6625,1,0,17032,December
Cook Islands,2023,1,6999,1,0,17032,January
Cook Islands,2023,2,7028,2,0,17032,February
Cook Islands,2023,3,7037,2,0,17032,March
Cook Islands,2023,4,7062,2,0,17032,April
Cook Islands,2023,5,7120,2,0,17032,May
Cook Islands,2023,6,7143,2,0,17032,June
Cook Islands,2023,7,7151,2,0,17032,July
Cook Islands,2023,8,7152,2,0,17032,August
Cook Islands,2023,9,7158,2,0,17032,September
Cook Islands,2023,10,7168,2,0,17032,October
Cook Islands,2023,11,7174,2,0,17032,November
Cook Islands,2023,12,7203,2,0,17032,December
Cook Islands,2024,1,7267,2,0,17032,January
Cook Islands,2024,2,7303,2,0,17032,February
Cook Islands,2024,3,7324,2,0,17032,March
Cook Islands,2024,4,7326,2,0,17032,April
Cook Islands,2024,5,7326,2,0,17032,May
Cook Islands,2024,6,7327,2,0,17032,June
Cook Islands,2024,7,7344,2,0,17032,July
Cook Islands,2024,8,7345,2,0,17032,August
Costa Rica,2020,1,0,0,0,5180836,January
Costa Rica,2020,2,0,0,0,5180836,February
Costa Rica,2020,3,263,2,0,5180836,March
Costa Rica,2020,4,687,6,0,5180836,April
Costa Rica,2020,5,1022,10,0,5180836,May
Costa Rica,2020,6,2836,12,0,5180836,June
Costa Rica,2020,7,13669,87,0,5180836,July
Costa Rica,2020,8,38485,407,0,5180836,August
Costa Rica,2020,9,70816,812,0,5180836,September
Costa Rica,2020,10,101826,1265,0,5180836,October
Costa Rica,2020,11,137093,1690,0,5180836,November
Costa Rica,2020,12,164062,2103,0,5180836,December
Costa Rica,2021,1,193276,2604,0,5180836,January
Costa Rica,2021,2,204341,2800,0,5180836,February
Costa Rica,2021,3,215178,2931,0,5180836,March
Costa Rica,2021,4,236930,3136,0,5180836,April
Costa Rica,2021,5,314102,3962,0,5180836,May
Costa Rica,2021,6,361005,4602,0,5180836,June
Costa Rica,2021,7,398608,4941,0,5180836,July
Costa Rica,2021,8,455784,5431,0,5180836,August
Costa Rica,2021,9,521182,6189,0,5180836,September
Costa Rica,2021,10,559698,7029,0,5180836,October
Costa Rica,2021,11,566560,7287,0,5180836,November
Costa Rica,2021,12,569523,7349,0,5180836,December
Costa Rica,2022,1,682480,7533,70.97,5180836,January
Costa Rica,2022,2,802472,7999,73.88,5180836,February
Costa Rica,2022,3,834726,8266,0,5180836,March
Costa Rica,2022,4,847784,8383,0,5180836,April
Costa Rica,2022,5,891038,8495,0,5180836,May
Costa Rica,2022,6,953750,8559,0,5180836,June
Costa Rica,2022,7,1044385,8740,0,5180836,July
Costa Rica,2022,8,1088716,8856,0,5180836,August
Costa Rica,2022,9,1117989,8953,0,5180836,September
Costa Rica,2022,10,1135713,8999,0,5180836,October
Costa Rica,2022,11,1146135,9038,0,5180836,November
Costa Rica,2022,12,1161687,9072,0,5180836,December
Costa Rica,2023,1,1186176,9158,0,5180836,January
Costa Rica,2023,2,1204164,9230,0,5180836,February
Costa Rica,2023,3,1222661,9309,83.79,5180836,March
Costa Rica,2023,4,1228659,9351,0,5180836,April
Costa Rica,2023,5,1230552,9366,0,5180836,May
Costa Rica,2023,6,1230552,9366,0,5180836,June
Costa Rica,2023,7,1230552,9366,0,5180836,July
Costa Rica,2023,8,1230552,9366,0,5180836,August
Costa Rica,2023,9,1230552,9366,0,5180836,September
Costa Rica,2023,10,1230552,9366,0,5180836,October
Costa Rica,2023,11,1230552,9366,0,5180836,November
Costa Rica,2023,12,1230552,9366,0,5180836,December
Costa Rica,2024,1,1231524,9367,0,5180836,January
Costa Rica,2024,2,1232114,9368,0,5180836,February
Costa Rica,2024,3,1232528,9369,0,5180836,March
Costa Rica,2024,4,1232880,9370,0,5180836,April
Costa Rica,2024,5,1233305,9371,0,5180836,May
Costa Rica,2024,6,1234004,9372,0,5180836,June
Costa Rica,2024,7,1234701,9372,0,5180836,July
Costa Rica,2024,8,1234701,9372,0,5180836,August
Cote d'Ivoire,2020,1,0,0,0,28160548,January
Cote d'Ivoire,2020,2,0,0,0,28160548,February
Cote d'Ivoire,2020,3,178,0,0,28160548,March
Cote d'Ivoire,2020,4,1150,15,0,28160548,April
Cote d'Ivoire,2020,5,2799,34,0,28160548,May
Cote d'Ivoire,2020,6,8944,67,0,28160548,June
Cote d'Ivoire,2020,7,15494,95,0,28160548,July
Cote d'Ivoire,2020,8,18009,116,0,28160548,August
Cote d'Ivoire,2020,9,19600,121,0,28160548,September
Cote d'Ivoire,2020,10,20429,122,0,28160548,October
Cote d'Ivoire,2020,11,21305,132,0,28160548,November
Cote d'Ivoire,2020,12,22081,134,0,28160548,December
Cote d'Ivoire,2021,1,28178,153,0,28160548,January
Cote d'Ivoire,2021,2,32631,192,0,28160548,February
Cote d'Ivoire,2021,3,42468,229,0,28160548,March
Cote d'Ivoire,2021,4,45820,281,0,28160548,April
Cote d'Ivoire,2021,5,47195,301,0,28160548,May
Cote d'Ivoire,2021,6,48176,311,0,28160548,June
Cote d'Ivoire,2021,7,49554,324,0,28160548,July
Cote d'Ivoire,2021,8,54856,424,0,28160548,August
Cote d'Ivoire,2021,9,59778,593,0,28160548,September
Cote d'Ivoire,2021,10,61292,695,3.26,28160548,October
Cote d'Ivoire,2021,11,61704,704,0,28160548,November
Cote d'Ivoire,2021,12,63847,707,7.68,28160548,December
Cote d'Ivoire,2022,1,80623,784,0,28160548,January
Cote d'Ivoire,2022,2,81467,792,0,28160548,February
Cote d'Ivoire,2022,3,81697,796,0,28160548,March
Cote d'Ivoire,2022,4,81887,799,0,28160548,April
Cote d'Ivoire,2022,5,82183,799,0,28160548,May
Cote d'Ivoire,2022,6,82999,805,0,28160548,June
Cote d'Ivoire,2022,7,85306,811,0,28160548,July
Cote d'Ivoire,2022,8,86606,817,0,28160548,August
Cote d'Ivoire,2022,9,87129,823,0,28160548,September
Cote d'Ivoire,2022,10,87764,827,0,28160548,October
Cote d'Ivoire,2022,11,87885,830,0,28160548,November
Cote d'Ivoire,2022,12,87933,830,0,28160548,December
Cote d'Ivoire,2023,1,87974,833,0,28160548,January
Cote d'Ivoire,2023,2,88182,834,0,28160548,February
Cote d'Ivoire,2023,3,88297,834,0,28160548,March
Cote d'Ivoire,2023,4,88323,834,0,28160548,April
Cote d'Ivoire,2023,5,88330,834,0,28160548,May
Cote d'Ivoire,2023,6,88335,835,0,28160548,June
Cote d'Ivoire,2023,7,88338,835,0,28160548,July
Cote d'Ivoire,2023,8,88338,835,0,28160548,August
Cote d'Ivoire,2023,9,88338,835,0,28160548,September
Cote d'Ivoire,2023,10,88364,835,0,28160548,October
Cote d'Ivoire,2023,11,88380,835,0,28160548,November
Cote d'Ivoire,2023,12,88384,835,0,28160548,December
Cote d'Ivoire,2024,1,88384,835,0,28160548,January
Cote d'Ivoire,2024,2,88384,835,0,28160548,February
Cote d'Ivoire,2024,3,88403,835,0,28160548,March
Cote d'Ivoire,2024,4,88425,835,0,28160548,April
Cote d'Ivoire,2024,5,88427,835,0,28160548,May
Cote d'Ivoire,2024,6,88431,835,0,28160548,June
Cote d'Ivoire,2024,7,88434,835,0,28160548,July
Cote d'Ivoire,2024,8,88434,835,0,28160548,August
Croatia,2020,1,0,0,0,4030361,January
Croatia,2020,2,0,0,0,4030361,February
Croatia,2020,3,657,5,0,4030361,March
Croatia,2020,4,2016,54,0,4030361,April
Croatia,2020,5,2246,103,0,4030361,May
Croatia,2020,6,2624,107,0,4030361,June
Croatia,2020,7,4792,133,0,4030361,July
Croatia,2020,8,9861,183,0,4030361,August
Croatia,2020,9,16007,269,0,4030361,September
Croatia,2020,10,33959,429,0,4030361,October
Croatia,2020,11,123693,1655,0,4030361,November
Croatia,2020,12,204312,3613,0,4030361,December
Croatia,2021,1,232090,4998,0,4030361,January
Croatia,2021,2,242617,5511,0,4030361,February
Croatia,2021,3,265901,5872,2.22,4030361,March
Croatia,2021,4,321372,6815,4.93,4030361,April
Croatia,2021,5,355955,8002,12.23,4030361,May
Croatia,2021,6,359607,8197,0,4030361,June
Croatia,2021,7,362496,8245,35.53,4030361,July
Croatia,2021,8,372814,8324,0,4030361,August
Croatia,2021,9,399054,8580,0,4030361,September
Croatia,2021,10,467029,9198,44.61,4030361,October
Croatia,2021,11,599977,10695,0,4030361,November
Croatia,2021,12,693102,12279,48.47,4030361,December
Croatia,2022,1,929502,13731,54.74,4030361,January
Croatia,2022,2,1053568,15012,55.33,4030361,February
Croatia,2022,3,1093098,15509,0,4030361,March
Croatia,2022,4,1117175,15778,0,4030361,April
Croatia,2022,5,1136229,15979,55.68,4030361,May
Croatia,2022,6,1145053,16048,55.71,4030361,June
Croatia,2022,7,1185799,16300,0,4030361,July
Croatia,2022,8,1211419,16646,55.77,4030361,August
Croatia,2022,9,1228574,16875,55.79,4030361,September
Croatia,2022,10,1246731,17128,0,4030361,October
Croatia,2022,11,1252886,17292,55.83,4030361,November
Croatia,2022,12,1261766,17515,55.84,4030361,December
Croatia,2023,1,1267467,17858,55.85,4030361,January
Croatia,2023,2,1268666,17950,0,4030361,February
Croatia,2023,3,1270075,18025,0,4030361,March
Croatia,2023,4,1272377,18155,0,4030361,April
Croatia,2023,5,1273671,18246,0,4030361,May
Croatia,2023,6,1273959,18269,0,4030361,June
Croatia,2023,7,1274090,18282,0,4030361,July
Croatia,2023,8,1274281,18292,0,4030361,August
Croatia,2023,9,1275071,18332,0,4030361,September
Croatia,2023,10,1276216,18414,0,4030361,October
Croatia,2023,11,1285460,18487,0,4030361,November
Croatia,2023,12,1309728,18687,0,4030361,December
Croatia,2024,1,1315388,18744,0,4030361,January
Croatia,2024,2,1316465,18749,0,4030361,February
Croatia,2024,3,1316796,18751,0,4030361,March
Croatia,2024,4,1316919,18752,0,4030361,April
Croatia,2024,5,1317144,18752,0,4030361,May
Croatia,2024,6,1317144,18752,0,4030361,June
Croatia,2024,7,1317144,18752,0,4030361,July
Croatia,2024,8,1317144,18752,0,4030361,August
Cuba,2020,1,0,0,0,11212198,January
Cuba,2020,2,0,0,0,11212198,February
Cuba,2020,3,119,3,0,11212198,March
Cuba,2020,4,1337,51,0,11212198,April
Cuba,2020,5,2025,83,0,11212198,May
Cuba,2020,6,2330,86,0,11212198,June
Cuba,2020,7,2478,87,0,11212198,July
Cuba,2020,8,3925,94,0,11212198,August
Cuba,2020,9,5412,120,0,11212198,September
Cuba,2020,10,6534,128,0,11212198,October
Cuba,2020,11,8173,133,0,11212198,November
Cuba,2020,12,11038,141,0,11212198,December
Cuba,2021,1,25674,213,0,11212198,January
Cuba,2021,2,49161,318,0,11212198,February
Cuba,2021,3,71584,414,0,11212198,March
Cuba,2021,4,100318,581,0,11212198,April
Cuba,2021,5,140087,943,1.31,11212198,May
Cuba,2021,6,179656,1231,11.17,11212198,June
Cuba,2021,7,324115,2271,23.68,11212198,July
Cuba,2021,8,634161,5067,34.93,11212198,August
Cuba,2021,9,847494,7163,45.9,11212198,September
Cuba,2021,10,951325,8230,64.96,11212198,October
Cuba,2021,11,962067,8300,82.39,11212198,November
Cuba,2021,12,964607,8320,86.27,11212198,December
Cuba,2022,1,1039842,8390,87.69,11212198,January
Cuba,2022,2,1068757,8494,88.14,11212198,February
Cuba,2022,3,1086361,8509,0,11212198,March
Cuba,2022,4,1101486,8523,0,11212198,April
Cuba,2022,5,1105227,8529,88.88,11212198,May
Cuba,2022,6,1105896,8529,88.96,11212198,June
Cuba,2022,7,1107985,8529,89,11212198,July
Cuba,2022,8,1110337,8530,89.08,11212198,August
Cuba,2022,9,1111128,8530,89.13,11212198,September
Cuba,2022,10,1111281,8530,89.17,11212198,October
Cuba,2022,11,1111368,8530,0,11212198,November
Cuba,2022,12,1111827,8530,0,11212198,December
Cuba,2023,1,1112394,8530,89.25,11212198,January
Cuba,2023,2,1112578,8530,89.26,11212198,February
Cuba,2023,3,1112778,8530,89.29,11212198,March
Cuba,2023,4,1113088,8530,0,11212198,April
Cuba,2023,5,1113594,8530,89.35,11212198,May
Cuba,2023,6,1113594,8530,0,11212198,June
Cuba,2023,7,1113594,8530,0,11212198,July
Cuba,2023,8,1113594,8530,89.47,11212198,August
Cuba,2023,9,1113594,8530,0,11212198,September
Cuba,2023,10,1113594,8530,0,11212198,October
Cuba,2023,11,1113594,8530,0,11212198,November
Cuba,2023,12,1113594,8530,0,11212198,December
Cuba,2024,1,1113621,8530,0,11212198,January
Cuba,2024,2,1113654,8530,0,11212198,February
Cuba,2024,3,1113662,8530,0,11212198,March
Cuba,2024,4,1113662,8530,0,11212198,April
Cuba,2024,5,1113662,8530,0,11212198,May
Cuba,2024,6,1113662,8530,0,11212198,June
Cuba,2024,7,1113662,8530,0,11212198,July
Cuba,2024,8,1113662,8530,0,11212198,August
Curacao,2020,1,0,0,0,191173,January
Curacao,2020,2,0,0,0,191173,February
Curacao,2020,3,7,1,0,191173,March
Curacao,2020,4,14,1,0,191173,April
Curacao,2020,5,20,1,0,191173,May
Curacao,2020,6,23,1,0,191173,June
Curacao,2020,7,29,1,0,191173,July
Curacao,2020,8,55,1,0,191173,August
Curacao,2020,9,315,1,0,191173,September
Curacao,2020,10,803,1,0,191173,October
Curacao,2020,11,2046,3,0,191173,November
Curacao,2020,12,4051,12,0,191173,December
Curacao,2021,1,4574,20,0,191173,January
Curacao,2021,2,4708,22,0,191173,February
Curacao,2021,3,6648,27,0,191173,March
Curacao,2021,4,12022,99,12.26,191173,April
Curacao,2021,5,12271,122,35.99,191173,May
Curacao,2021,6,12327,126,41.17,191173,June
Curacao,2021,7,13038,126,43.13,191173,July
Curacao,2021,8,15134,142,45.26,191173,August
Curacao,2021,9,16254,158,0,191173,September
Curacao,2021,10,17053,174,0,191173,October
Curacao,2021,11,17374,178,49.73,191173,November
Curacao,2021,12,18299,186,50.54,191173,December
Curacao,2022,1,36722,225,51.06,191173,January
Curacao,2022,2,38867,261,0,191173,February
Curacao,2022,3,39853,265,51.53,191173,March
Curacao,2022,4,41729,271,51.79,191173,April
Curacao,2022,5,43622,277,51.99,191173,May
Curacao,2022,6,44440,278,52.09,191173,June
Curacao,2022,7,45063,282,0,191173,July
Curacao,2022,8,45277,286,52.2,191173,August
Curacao,2022,9,45357,287,52.24,191173,September
Curacao,2022,10,45467,290,52.27,191173,October
Curacao,2022,11,45559,295,0,191173,November
Curacao,2022,12,45707,299,0,191173,December
Curacao,2023,1,45773,301,0,191173,January
Curacao,2023,2,45786,301,0,191173,February
Curacao,2023,3,45793,301,0,191173,March
Curacao,2023,4,45798,301,0,191173,April
Curacao,2023,5,45812,302,0,191173,May
Curacao,2023,6,45817,302,0,191173,June
Curacao,2023,7,45883,305,0,191173,July
Curacao,2023,8,45883,305,0,191173,August
Curacao,2023,9,45883,305,0,191173,September
Curacao,2023,10,45883,305,0,191173,October
Curacao,2023,11,45883,305,0,191173,November
Curacao,2023,12,45883,305,0,191173,December
Curacao,2024,1,45883,305,0,191173,January
Curacao,2024,2,45883,305,0,191173,February
Curacao,2024,3,45883,305,0,191173,March
Curacao,2024,4,45883,305,0,191173,April
Curacao,2024,5,45883,305,0,191173,May
Curacao,2024,6,45883,305,0,191173,June
Curacao,2024,7,45883,305,0,191173,July
Curacao,2024,8,45883,305,0,191173,August
Cyprus,2020,1,0,0,0,896007,January
Cyprus,2020,2,0,0,0,896007,February
Cyprus,2020,3,179,5,0,896007,March
Cyprus,2020,4,810,14,0,896007,April
Cyprus,2020,5,943,17,0,896007,May
Cyprus,2020,6,994,19,0,896007,June
Cyprus,2020,7,1053,19,0,896007,July
Cyprus,2020,8,1483,21,0,896007,August
Cyprus,2020,9,1684,22,0,896007,September
Cyprus,2020,10,3444,25,0,896007,October
Cyprus,2020,11,10231,48,0,896007,November
Cyprus,2020,12,19392,114,0,896007,December
Cyprus,2021,1,31228,200,0,896007,January
Cyprus,2021,2,34936,236,0,896007,February
Cyprus,2021,3,44981,255,0,896007,March
Cyprus,2021,4,62546,305,0,896007,April
Cyprus,2021,5,73440,368,0,896007,May
Cyprus,2021,6,75691,382,38.69,896007,June
Cyprus,2021,7,98499,408,0,896007,July
Cyprus,2021,8,114792,518,0,896007,August
Cyprus,2021,9,119690,566,0,896007,September
Cyprus,2021,10,124333,592,0,896007,October
Cyprus,2021,11,132937,600,0,896007,November
Cyprus,2021,12,149848,637,0,896007,December
Cyprus,2022,1,248362,748,70.23,896007,January
Cyprus,2022,2,317676,870,0,896007,February
Cyprus,2022,3,405544,946,0,896007,March
Cyprus,2022,4,470319,1006,71.88,896007,April
Cyprus,2022,5,489963,1059,0,896007,May
Cyprus,2022,6,504717,1072,0,896007,June
Cyprus,2022,7,562911,1115,0,896007,July
Cyprus,2022,8,576278,1168,0,896007,August
Cyprus,2022,9,585313,1180,0,896007,September
Cyprus,2022,10,599118,1194,0,896007,October
Cyprus,2022,11,614237,1226,0,896007,November
Cyprus,2022,12,628509,1255,0,896007,December
Cyprus,2023,1,642663,1287,0,896007,January
Cyprus,2023,2,649093,1305,0,896007,February
Cyprus,2023,3,654714,1345,0,896007,March
Cyprus,2023,4,658450,1354,0,896007,April
Cyprus,2023,5,660854,1364,0,896007,May
Cyprus,2023,6,660854,1364,0,896007,June
Cyprus,2023,7,660854,1364,0,896007,July
Cyprus,2023,8,660854,1364,0,896007,August
Cyprus,2023,9,660854,1364,0,896007,September
Cyprus,2023,10,660854,1364,0,896007,October
Cyprus,2023,11,663740,1368,0,896007,November
Cyprus,2023,12,675109,1394,0,896007,December
Cyprus,2024,1,687493,1429,0,896007,January
Cyprus,2024,2,689693,1438,0,896007,February
Cyprus,2024,3,690708,1442,0,896007,March
Cyprus,2024,4,691021,1444,0,896007,April
Cyprus,2024,5,691447,1445,0,896007,May
Cyprus,2024,6,693425,1450,0,896007,June
Cyprus,2024,7,696410,1451,0,896007,July
Cyprus,2024,8,696410,1451,0,896007,August
Czechia,2020,1,0,0,0,10493990,January
Czechia,2020,2,0,0,0,10493990,February
Czechia,2020,3,2683,17,0,10493990,March
Czechia,2020,4,7397,222,0,10493990,April
Czechia,2020,5,9319,318,0,10493990,May
Czechia,2020,6,11412,346,0,10493990,June
Czechia,2020,7,15333,371,0,10493990,July
Czechia,2020,8,24232,425,0,10493990,August
Czechia,2020,9,63478,611,0,10493990,September
Czechia,2020,10,251418,2314,0,10493990,October
Czechia,2020,11,520966,8387,0,10493990,November
Czechia,2020,12,675062,11367,0,10493990,December
Czechia,2021,1,993678,16754,0.38,10493990,January
Czechia,2021,2,1247792,20859,2.34,10493990,February
Czechia,2021,3,1532129,26519,4.97,10493990,March
Czechia,2021,4,1638566,29405,9.72,10493990,April
Czechia,2021,5,1681486,30391,14.37,10493990,May
Czechia,2021,6,1687199,30486,31.52,10493990,June
Czechia,2021,7,1692771,30502,46.46,10493990,July
Czechia,2021,8,1699312,30532,54.88,10493990,August
Czechia,2021,9,1710171,30572,57.02,10493990,September
Czechia,2021,10,1785562,30891,58.25,10493990,October
Czechia,2021,11,2155390,33040,60.86,10493990,November
Czechia,2021,12,2486451,35988,63.48,10493990,December
Czechia,2022,1,3103549,37368,64.7,10493990,January
Czechia,2022,2,3789588,38779,65.26,10493990,February
Czechia,2022,3,4043004,39684,65.4,10493990,March
Czechia,2022,4,4170791,40193,65.47,10493990,April
Czechia,2022,5,4199749,40378,65.53,10493990,May
Czechia,2022,6,4211320,40400,65.57,10493990,June
Czechia,2022,7,4286328,40581,65.6,10493990,July
Czechia,2022,8,4358434,40915,65.63,10493990,August
Czechia,2022,9,4439498,41133,65.65,10493990,September
Czechia,2022,10,4534394,41674,65.67,10493990,October
Czechia,2022,11,4555748,41879,65.68,10493990,November
Czechia,2022,12,4577526,42099,65.69,10493990,December
Czechia,2023,1,4588901,42315,65.7,10493990,January
Czechia,2023,2,4608139,42444,65.7,10493990,February
Czechia,2023,3,4630841,42636,65.71,10493990,March
Czechia,2023,4,4640411,42771,65.71,10493990,April
Czechia,2023,5,4642048,42806,65.71,10493990,May
Czechia,2023,6,4642724,42812,65.71,10493990,June
Czechia,2023,7,4643069,42816,65.71,10493990,July
Czechia,2023,8,4644052,42819,65.71,10493990,August
Czechia,2023,9,4649432,42844,65.71,10493990,September
Czechia,2023,10,4665611,42920,65.71,10493990,October
Czechia,2023,11,4690345,43043,65.71,10493990,November
Czechia,2023,12,4746623,43354,65.71,10493990,December
Czechia,2024,1,4756114,43471,65.71,10493990,January
Czechia,2024,2,4758296,43492,65.71,10493990,February
Czechia,2024,3,4758955,43503,0,10493990,March
